:START_ID(Transaction),:END_ID(Terminal),:TYPE
51635,T138,AT_TERMINAL
51636,T129,AT_TERMINAL
51637,T184,AT_TERMINAL
51638,T192,AT_TERMINAL
51639,T165,AT_TERMINAL
51640,T55,AT_TERMINAL
51641,T109,AT_TERMINAL
51642,T76,AT_TERMINAL
51643,T83,AT_TERMINAL
51644,T26,AT_TERMINAL
51645,T68,AT_TERMINAL
51646,T159,AT_TERMINAL
51647,T193,AT_TERMINAL
51648,T0,AT_TERMINAL
51649,T5,AT_TERMINAL
51650,T43,AT_TERMINAL
51651,T138,AT_TERMINAL
51652,T97,AT_TERMINAL
51653,T105,AT_TERMINAL
51654,T58,AT_TERMINAL
51655,T25,AT_TERMINAL
51656,T123,AT_TERMINAL
51657,T195,AT_TERMINAL
51658,T88,AT_TERMINAL
51659,T139,AT_TERMINAL
51660,T184,AT_TERMINAL
51661,T152,AT_TERMINAL
51662,T47,AT_TERMINAL
51663,T156,AT_TERMINAL
51664,T170,AT_TERMINAL
51665,T116,AT_TERMINAL
51666,T188,AT_TERMINAL
51667,T16,AT_TERMINAL
51668,T177,AT_TERMINAL
51669,T149,AT_TERMINAL
51670,T193,AT_TERMINAL
51671,T129,AT_TERMINAL
51672,T37,AT_TERMINAL
51673,T16,AT_TERMINAL
51674,T17,AT_TERMINAL
51675,T71,AT_TERMINAL
51676,T124,AT_TERMINAL
51677,T183,AT_TERMINAL
51678,T104,AT_TERMINAL
51679,T123,AT_TERMINAL
51680,T39,AT_TERMINAL
51681,T187,AT_TERMINAL
51682,T189,AT_TERMINAL
51683,T151,AT_TERMINAL
51684,T42,AT_TERMINAL
51685,T143,AT_TERMINAL
51686,T164,AT_TERMINAL
51687,T103,AT_TERMINAL
51688,T193,AT_TERMINAL
51689,T145,AT_TERMINAL
51690,T193,AT_TERMINAL
51691,T7,AT_TERMINAL
51692,T199,AT_TERMINAL
51693,T112,AT_TERMINAL
51694,T135,AT_TERMINAL
51695,T164,AT_TERMINAL
51696,T43,AT_TERMINAL
51697,T148,AT_TERMINAL
51698,T33,AT_TERMINAL
51699,T135,AT_TERMINAL
51700,T82,AT_TERMINAL
51701,T33,AT_TERMINAL
51702,T161,AT_TERMINAL
51703,T89,AT_TERMINAL
51704,T17,AT_TERMINAL
51705,T13,AT_TERMINAL
51706,T48,AT_TERMINAL
51707,T119,AT_TERMINAL
51708,T165,AT_TERMINAL
51709,T81,AT_TERMINAL
51710,T174,AT_TERMINAL
51711,T111,AT_TERMINAL
51712,T154,AT_TERMINAL
51713,T102,AT_TERMINAL
51714,T20,AT_TERMINAL
51715,T136,AT_TERMINAL
51716,T64,AT_TERMINAL
51717,T199,AT_TERMINAL
51718,T27,AT_TERMINAL
51719,T149,AT_TERMINAL
51720,T138,AT_TERMINAL
51721,T141,AT_TERMINAL
51722,T80,AT_TERMINAL
51723,T42,AT_TERMINAL
51724,T129,AT_TERMINAL
51725,T112,AT_TERMINAL
51726,T17,AT_TERMINAL
51727,T156,AT_TERMINAL
51728,T162,AT_TERMINAL
51729,T168,AT_TERMINAL
51730,T134,AT_TERMINAL
51731,T168,AT_TERMINAL
51732,T183,AT_TERMINAL
51733,T37,AT_TERMINAL
51734,T88,AT_TERMINAL
51735,T72,AT_TERMINAL
51736,T88,AT_TERMINAL
51737,T134,AT_TERMINAL
51738,T42,AT_TERMINAL
51739,T84,AT_TERMINAL
51740,T29,AT_TERMINAL
51741,T35,AT_TERMINAL
51742,T195,AT_TERMINAL
51743,T28,AT_TERMINAL
51744,T172,AT_TERMINAL
51745,T7,AT_TERMINAL
51746,T13,AT_TERMINAL
51747,T175,AT_TERMINAL
51748,T122,AT_TERMINAL
51749,T100,AT_TERMINAL
51750,T37,AT_TERMINAL
51751,T44,AT_TERMINAL
51752,T157,AT_TERMINAL
51753,T17,AT_TERMINAL
51754,T55,AT_TERMINAL
51755,T33,AT_TERMINAL
51756,T60,AT_TERMINAL
51757,T1,AT_TERMINAL
51758,T105,AT_TERMINAL
51759,T1,AT_TERMINAL
51760,T79,AT_TERMINAL
51761,T2,AT_TERMINAL
51762,T61,AT_TERMINAL
51763,T78,AT_TERMINAL
51764,T68,AT_TERMINAL
51765,T158,AT_TERMINAL
51766,T174,AT_TERMINAL
51767,T100,AT_TERMINAL
51768,T17,AT_TERMINAL
51769,T187,AT_TERMINAL
51770,T149,AT_TERMINAL
51771,T178,AT_TERMINAL
51772,T28,AT_TERMINAL
51773,T1,AT_TERMINAL
51774,T164,AT_TERMINAL
51775,T39,AT_TERMINAL
51776,T154,AT_TERMINAL
51777,T96,AT_TERMINAL
51778,T49,AT_TERMINAL
51779,T196,AT_TERMINAL
51780,T193,AT_TERMINAL
51781,T94,AT_TERMINAL
51782,T118,AT_TERMINAL
51783,T120,AT_TERMINAL
51784,T93,AT_TERMINAL
51785,T118,AT_TERMINAL
51786,T175,AT_TERMINAL
51787,T123,AT_TERMINAL
51788,T191,AT_TERMINAL
51789,T186,AT_TERMINAL
51790,T16,AT_TERMINAL
51791,T42,AT_TERMINAL
51792,T163,AT_TERMINAL
51793,T64,AT_TERMINAL
51794,T161,AT_TERMINAL
51795,T116,AT_TERMINAL
51796,T13,AT_TERMINAL
51797,T135,AT_TERMINAL
51798,T115,AT_TERMINAL
51799,T99,AT_TERMINAL
51800,T71,AT_TERMINAL
51801,T91,AT_TERMINAL
51802,T154,AT_TERMINAL
51803,T175,AT_TERMINAL
51804,T12,AT_TERMINAL
51805,T134,AT_TERMINAL
51806,T2,AT_TERMINAL
51807,T173,AT_TERMINAL
51808,T43,AT_TERMINAL
51809,T151,AT_TERMINAL
51810,T8,AT_TERMINAL
51811,T180,AT_TERMINAL
51812,T96,AT_TERMINAL
51813,T59,AT_TERMINAL
51814,T153,AT_TERMINAL
51815,T94,AT_TERMINAL
51816,T142,AT_TERMINAL
51817,T187,AT_TERMINAL
51818,T121,AT_TERMINAL
51819,T27,AT_TERMINAL
51820,T99,AT_TERMINAL
51821,T17,AT_TERMINAL
51822,T194,AT_TERMINAL
51823,T70,AT_TERMINAL
51824,T153,AT_TERMINAL
51825,T117,AT_TERMINAL
51826,T83,AT_TERMINAL
51827,T170,AT_TERMINAL
51828,T11,AT_TERMINAL
51829,T195,AT_TERMINAL
51830,T160,AT_TERMINAL
51831,T34,AT_TERMINAL
51832,T35,AT_TERMINAL
51833,T47,AT_TERMINAL
51834,T65,AT_TERMINAL
51835,T1,AT_TERMINAL
51836,T38,AT_TERMINAL
51837,T27,AT_TERMINAL
51838,T193,AT_TERMINAL
51839,T69,AT_TERMINAL
51840,T151,AT_TERMINAL
51841,T66,AT_TERMINAL
51842,T113,AT_TERMINAL
51843,T142,AT_TERMINAL
51844,T26,AT_TERMINAL
51845,T63,AT_TERMINAL
51846,T29,AT_TERMINAL
51847,T1,AT_TERMINAL
51848,T117,AT_TERMINAL
51849,T129,AT_TERMINAL
51850,T35,AT_TERMINAL
51851,T26,AT_TERMINAL
51852,T68,AT_TERMINAL
51853,T16,AT_TERMINAL
51854,T129,AT_TERMINAL
51855,T163,AT_TERMINAL
51856,T183,AT_TERMINAL
51857,T94,AT_TERMINAL
51858,T122,AT_TERMINAL
51859,T66,AT_TERMINAL
51860,T6,AT_TERMINAL
51861,T146,AT_TERMINAL
51862,T22,AT_TERMINAL
51863,T176,AT_TERMINAL
51864,T21,AT_TERMINAL
51865,T4,AT_TERMINAL
51866,T68,AT_TERMINAL
51867,T176,AT_TERMINAL
51868,T83,AT_TERMINAL
51869,T111,AT_TERMINAL
51870,T85,AT_TERMINAL
51871,T94,AT_TERMINAL
51872,T164,AT_TERMINAL
51873,T126,AT_TERMINAL
51874,T70,AT_TERMINAL
51875,T85,AT_TERMINAL
51876,T35,AT_TERMINAL
51877,T83,AT_TERMINAL
51878,T80,AT_TERMINAL
51879,T113,AT_TERMINAL
51880,T169,AT_TERMINAL
51881,T46,AT_TERMINAL
51882,T37,AT_TERMINAL
51883,T57,AT_TERMINAL
51884,T19,AT_TERMINAL
51885,T188,AT_TERMINAL
51886,T172,AT_TERMINAL
51887,T113,AT_TERMINAL
51888,T134,AT_TERMINAL
51889,T144,AT_TERMINAL
51890,T20,AT_TERMINAL
51891,T104,AT_TERMINAL
51892,T33,AT_TERMINAL
51893,T7,AT_TERMINAL
51894,T62,AT_TERMINAL
51895,T85,AT_TERMINAL
51896,T17,AT_TERMINAL
51897,T67,AT_TERMINAL
51898,T117,AT_TERMINAL
51899,T62,AT_TERMINAL
51900,T20,AT_TERMINAL
51901,T64,AT_TERMINAL
51902,T142,AT_TERMINAL
51903,T181,AT_TERMINAL
51904,T97,AT_TERMINAL
51905,T11,AT_TERMINAL
51906,T47,AT_TERMINAL
51907,T33,AT_TERMINAL
51908,T83,AT_TERMINAL
51909,T162,AT_TERMINAL
51910,T159,AT_TERMINAL
51911,T71,AT_TERMINAL
51912,T195,AT_TERMINAL
51913,T35,AT_TERMINAL
51914,T180,AT_TERMINAL
51915,T86,AT_TERMINAL
51916,T163,AT_TERMINAL
51917,T147,AT_TERMINAL
51918,T152,AT_TERMINAL
51919,T161,AT_TERMINAL
51920,T94,AT_TERMINAL
51921,T80,AT_TERMINAL
51922,T88,AT_TERMINAL
51923,T170,AT_TERMINAL
51924,T141,AT_TERMINAL
51925,T153,AT_TERMINAL
51926,T176,AT_TERMINAL
51927,T99,AT_TERMINAL
51928,T163,AT_TERMINAL
51929,T177,AT_TERMINAL
51930,T147,AT_TERMINAL
51931,T3,AT_TERMINAL
51932,T28,AT_TERMINAL
51933,T154,AT_TERMINAL
51934,T30,AT_TERMINAL
51935,T42,AT_TERMINAL
51936,T74,AT_TERMINAL
51937,T119,AT_TERMINAL
51938,T58,AT_TERMINAL
51939,T86,AT_TERMINAL
51940,T0,AT_TERMINAL
51941,T165,AT_TERMINAL
51942,T136,AT_TERMINAL
51943,T65,AT_TERMINAL
51944,T197,AT_TERMINAL
51945,T133,AT_TERMINAL
51946,T197,AT_TERMINAL
51947,T67,AT_TERMINAL
51948,T43,AT_TERMINAL
51949,T87,AT_TERMINAL
51950,T172,AT_TERMINAL
51951,T60,AT_TERMINAL
51952,T91,AT_TERMINAL
51953,T33,AT_TERMINAL
51954,T42,AT_TERMINAL
51955,T88,AT_TERMINAL
51956,T108,AT_TERMINAL
51957,T72,AT_TERMINAL
51958,T103,AT_TERMINAL
51959,T59,AT_TERMINAL
51960,T94,AT_TERMINAL
51961,T0,AT_TERMINAL
51962,T57,AT_TERMINAL
51963,T33,AT_TERMINAL
51964,T122,AT_TERMINAL
51965,T43,AT_TERMINAL
51966,T112,AT_TERMINAL
51967,T44,AT_TERMINAL
51968,T35,AT_TERMINAL
51969,T94,AT_TERMINAL
51970,T18,AT_TERMINAL
51971,T70,AT_TERMINAL
51972,T103,AT_TERMINAL
51973,T96,AT_TERMINAL
51974,T31,AT_TERMINAL
51975,T173,AT_TERMINAL
51976,T168,AT_TERMINAL
51977,T16,AT_TERMINAL
51978,T88,AT_TERMINAL
51979,T52,AT_TERMINAL
51980,T25,AT_TERMINAL
51981,T37,AT_TERMINAL
51982,T96,AT_TERMINAL
51983,T69,AT_TERMINAL
51984,T68,AT_TERMINAL
51985,T183,AT_TERMINAL
51986,T110,AT_TERMINAL
51987,T193,AT_TERMINAL
51988,T184,AT_TERMINAL
51989,T91,AT_TERMINAL
51990,T30,AT_TERMINAL
51991,T199,AT_TERMINAL
51992,T119,AT_TERMINAL
51993,T128,AT_TERMINAL
51994,T17,AT_TERMINAL
51995,T120,AT_TERMINAL
51996,T135,AT_TERMINAL
51997,T175,AT_TERMINAL
51998,T113,AT_TERMINAL
51999,T112,AT_TERMINAL
52000,T115,AT_TERMINAL
52001,T28,AT_TERMINAL
52002,T58,AT_TERMINAL
52003,T77,AT_TERMINAL
52004,T157,AT_TERMINAL
52005,T138,AT_TERMINAL
52006,T182,AT_TERMINAL
52007,T154,AT_TERMINAL
52008,T64,AT_TERMINAL
52009,T56,AT_TERMINAL
52010,T111,AT_TERMINAL
52011,T4,AT_TERMINAL
52012,T91,AT_TERMINAL
52013,T38,AT_TERMINAL
52014,T85,AT_TERMINAL
52015,T153,AT_TERMINAL
52016,T164,AT_TERMINAL
52017,T25,AT_TERMINAL
52018,T189,AT_TERMINAL
52019,T1,AT_TERMINAL
52020,T33,AT_TERMINAL
52021,T45,AT_TERMINAL
52022,T24,AT_TERMINAL
52023,T29,AT_TERMINAL
52024,T6,AT_TERMINAL
52025,T198,AT_TERMINAL
52026,T199,AT_TERMINAL
52027,T168,AT_TERMINAL
52028,T20,AT_TERMINAL
52029,T59,AT_TERMINAL
52030,T28,AT_TERMINAL
52031,T136,AT_TERMINAL
52032,T193,AT_TERMINAL
52033,T99,AT_TERMINAL
52034,T143,AT_TERMINAL
52035,T86,AT_TERMINAL
52036,T122,AT_TERMINAL
52037,T134,AT_TERMINAL
52038,T183,AT_TERMINAL
52039,T141,AT_TERMINAL
52040,T134,AT_TERMINAL
52041,T118,AT_TERMINAL
52042,T79,AT_TERMINAL
52043,T2,AT_TERMINAL
52044,T75,AT_TERMINAL
52045,T79,AT_TERMINAL
52046,T27,AT_TERMINAL
52047,T33,AT_TERMINAL
52048,T71,AT_TERMINAL
52049,T142,AT_TERMINAL
52050,T154,AT_TERMINAL
52051,T6,AT_TERMINAL
52052,T4,AT_TERMINAL
52053,T192,AT_TERMINAL
52054,T52,AT_TERMINAL
52055,T64,AT_TERMINAL
52056,T121,AT_TERMINAL
52057,T175,AT_TERMINAL
52058,T54,AT_TERMINAL
52059,T92,AT_TERMINAL
52060,T94,AT_TERMINAL
52061,T102,AT_TERMINAL
52062,T193,AT_TERMINAL
52063,T33,AT_TERMINAL
52064,T93,AT_TERMINAL
52065,T37,AT_TERMINAL
52066,T172,AT_TERMINAL
52067,T163,AT_TERMINAL
52068,T32,AT_TERMINAL
52069,T169,AT_TERMINAL
52070,T10,AT_TERMINAL
52071,T47,AT_TERMINAL
52072,T42,AT_TERMINAL
52073,T198,AT_TERMINAL
52074,T75,AT_TERMINAL
52075,T121,AT_TERMINAL
52076,T42,AT_TERMINAL
52077,T79,AT_TERMINAL
52078,T56,AT_TERMINAL
52079,T136,AT_TERMINAL
52080,T21,AT_TERMINAL
52081,T134,AT_TERMINAL
52082,T174,AT_TERMINAL
52083,T35,AT_TERMINAL
52084,T180,AT_TERMINAL
52085,T110,AT_TERMINAL
52086,T67,AT_TERMINAL
52087,T91,AT_TERMINAL
52088,T60,AT_TERMINAL
52089,T179,AT_TERMINAL
52090,T110,AT_TERMINAL
52091,T184,AT_TERMINAL
52092,T94,AT_TERMINAL
52093,T58,AT_TERMINAL
52094,T68,AT_TERMINAL
52095,T97,AT_TERMINAL
52096,T80,AT_TERMINAL
52097,T110,AT_TERMINAL
52098,T92,AT_TERMINAL
52099,T74,AT_TERMINAL
52100,T44,AT_TERMINAL
52101,T134,AT_TERMINAL
52102,T157,AT_TERMINAL
52103,T17,AT_TERMINAL
52104,T195,AT_TERMINAL
52105,T186,AT_TERMINAL
52106,T94,AT_TERMINAL
52107,T149,AT_TERMINAL
52108,T79,AT_TERMINAL
52109,T154,AT_TERMINAL
52110,T19,AT_TERMINAL
52111,T115,AT_TERMINAL
52112,T182,AT_TERMINAL
52113,T106,AT_TERMINAL
52114,T68,AT_TERMINAL
52115,T189,AT_TERMINAL
52116,T33,AT_TERMINAL
52117,T40,AT_TERMINAL
52118,T4,AT_TERMINAL
52119,T51,AT_TERMINAL
52120,T25,AT_TERMINAL
52121,T149,AT_TERMINAL
52122,T92,AT_TERMINAL
52123,T43,AT_TERMINAL
52124,T27,AT_TERMINAL
52125,T32,AT_TERMINAL
52126,T57,AT_TERMINAL
52127,T11,AT_TERMINAL
52128,T40,AT_TERMINAL
52129,T161,AT_TERMINAL
52130,T156,AT_TERMINAL
52131,T107,AT_TERMINAL
52132,T199,AT_TERMINAL
52133,T112,AT_TERMINAL
52134,T134,AT_TERMINAL
52135,T72,AT_TERMINAL
52136,T59,AT_TERMINAL
52137,T32,AT_TERMINAL
52138,T65,AT_TERMINAL
52139,T142,AT_TERMINAL
52140,T198,AT_TERMINAL
52141,T105,AT_TERMINAL
52142,T66,AT_TERMINAL
52143,T153,AT_TERMINAL
52144,T121,AT_TERMINAL
52145,T174,AT_TERMINAL
52146,T160,AT_TERMINAL
52147,T68,AT_TERMINAL
52148,T136,AT_TERMINAL
52149,T184,AT_TERMINAL
52150,T162,AT_TERMINAL
52151,T31,AT_TERMINAL
52152,T193,AT_TERMINAL
52153,T23,AT_TERMINAL
52154,T193,AT_TERMINAL
52155,T21,AT_TERMINAL
52156,T154,AT_TERMINAL
52157,T183,AT_TERMINAL
52158,T58,AT_TERMINAL
52159,T7,AT_TERMINAL
52160,T121,AT_TERMINAL
52161,T14,AT_TERMINAL
52162,T56,AT_TERMINAL
52163,T33,AT_TERMINAL
52164,T77,AT_TERMINAL
52165,T1,AT_TERMINAL
52166,T54,AT_TERMINAL
52167,T156,AT_TERMINAL
52168,T153,AT_TERMINAL
52169,T48,AT_TERMINAL
52170,T156,AT_TERMINAL
52171,T77,AT_TERMINAL
52172,T41,AT_TERMINAL
52173,T47,AT_TERMINAL
52174,T199,AT_TERMINAL
52175,T88,AT_TERMINAL
52176,T2,AT_TERMINAL
52177,T175,AT_TERMINAL
52178,T166,AT_TERMINAL
52179,T170,AT_TERMINAL
52180,T138,AT_TERMINAL
52181,T44,AT_TERMINAL
52182,T45,AT_TERMINAL
52183,T58,AT_TERMINAL
52184,T150,AT_TERMINAL
52185,T45,AT_TERMINAL
52186,T110,AT_TERMINAL
52187,T156,AT_TERMINAL
52188,T39,AT_TERMINAL
52189,T127,AT_TERMINAL
52190,T17,AT_TERMINAL
52191,T163,AT_TERMINAL
52192,T176,AT_TERMINAL
52193,T123,AT_TERMINAL
52194,T145,AT_TERMINAL
52195,T58,AT_TERMINAL
52196,T115,AT_TERMINAL
52197,T180,AT_TERMINAL
52198,T194,AT_TERMINAL
52199,T183,AT_TERMINAL
52200,T186,AT_TERMINAL
52201,T68,AT_TERMINAL
52202,T117,AT_TERMINAL
52203,T42,AT_TERMINAL
52204,T192,AT_TERMINAL
52205,T33,AT_TERMINAL
52206,T63,AT_TERMINAL
52207,T11,AT_TERMINAL
52208,T65,AT_TERMINAL
52209,T193,AT_TERMINAL
52210,T195,AT_TERMINAL
52211,T124,AT_TERMINAL
52212,T119,AT_TERMINAL
52213,T138,AT_TERMINAL
52214,T40,AT_TERMINAL
52215,T15,AT_TERMINAL
52216,T6,AT_TERMINAL
52217,T42,AT_TERMINAL
52218,T28,AT_TERMINAL
52219,T162,AT_TERMINAL
52220,T43,AT_TERMINAL
52221,T43,AT_TERMINAL
52222,T37,AT_TERMINAL
52223,T68,AT_TERMINAL
52224,T135,AT_TERMINAL
52225,T132,AT_TERMINAL
52226,T137,AT_TERMINAL
52227,T14,AT_TERMINAL
52228,T17,AT_TERMINAL
52229,T79,AT_TERMINAL
52230,T116,AT_TERMINAL
52231,T146,AT_TERMINAL
52232,T66,AT_TERMINAL
52233,T128,AT_TERMINAL
52234,T102,AT_TERMINAL
52235,T191,AT_TERMINAL
52236,T15,AT_TERMINAL
52237,T47,AT_TERMINAL
52238,T37,AT_TERMINAL
52239,T7,AT_TERMINAL
52240,T173,AT_TERMINAL
52241,T58,AT_TERMINAL
52242,T68,AT_TERMINAL
52243,T169,AT_TERMINAL
52244,T11,AT_TERMINAL
52245,T165,AT_TERMINAL
52246,T184,AT_TERMINAL
52247,T147,AT_TERMINAL
52248,T123,AT_TERMINAL
52249,T18,AT_TERMINAL
52250,T38,AT_TERMINAL
52251,T184,AT_TERMINAL
52252,T116,AT_TERMINAL
52253,T110,AT_TERMINAL
52254,T56,AT_TERMINAL
52255,T146,AT_TERMINAL
52256,T194,AT_TERMINAL
52257,T165,AT_TERMINAL
52258,T80,AT_TERMINAL
52259,T72,AT_TERMINAL
52260,T4,AT_TERMINAL
52261,T119,AT_TERMINAL
52262,T99,AT_TERMINAL
52263,T153,AT_TERMINAL
52264,T74,AT_TERMINAL
52265,T94,AT_TERMINAL
52266,T59,AT_TERMINAL
52267,T60,AT_TERMINAL
52268,T45,AT_TERMINAL
52269,T130,AT_TERMINAL
52270,T37,AT_TERMINAL
52271,T165,AT_TERMINAL
52272,T195,AT_TERMINAL
52273,T85,AT_TERMINAL
52274,T96,AT_TERMINAL
52275,T11,AT_TERMINAL
52276,T67,AT_TERMINAL
52277,T37,AT_TERMINAL
52278,T86,AT_TERMINAL
52279,T97,AT_TERMINAL
52280,T117,AT_TERMINAL
52281,T30,AT_TERMINAL
52282,T180,AT_TERMINAL
52283,T157,AT_TERMINAL
52284,T14,AT_TERMINAL
52285,T138,AT_TERMINAL
52286,T79,AT_TERMINAL
52287,T96,AT_TERMINAL
52288,T134,AT_TERMINAL
52289,T181,AT_TERMINAL
52290,T184,AT_TERMINAL
52291,T79,AT_TERMINAL
52292,T87,AT_TERMINAL
52293,T17,AT_TERMINAL
52294,T158,AT_TERMINAL
52295,T83,AT_TERMINAL
52296,T72,AT_TERMINAL
52297,T100,AT_TERMINAL
52298,T127,AT_TERMINAL
52299,T23,AT_TERMINAL
52300,T32,AT_TERMINAL
52301,T159,AT_TERMINAL
52302,T172,AT_TERMINAL
52303,T53,AT_TERMINAL
52304,T81,AT_TERMINAL
52305,T70,AT_TERMINAL
52306,T111,AT_TERMINAL
52307,T113,AT_TERMINAL
52308,T184,AT_TERMINAL
52309,T152,AT_TERMINAL
52310,T3,AT_TERMINAL
52311,T37,AT_TERMINAL
52312,T74,AT_TERMINAL
52313,T152,AT_TERMINAL
52314,T103,AT_TERMINAL
52315,T148,AT_TERMINAL
52316,T114,AT_TERMINAL
52317,T170,AT_TERMINAL
52318,T104,AT_TERMINAL
52319,T114,AT_TERMINAL
52320,T97,AT_TERMINAL
52321,T110,AT_TERMINAL
52322,T115,AT_TERMINAL
52323,T139,AT_TERMINAL
52324,T41,AT_TERMINAL
52325,T183,AT_TERMINAL
52326,T57,AT_TERMINAL
52327,T33,AT_TERMINAL
52328,T182,AT_TERMINAL
52329,T94,AT_TERMINAL
52330,T190,AT_TERMINAL
52331,T60,AT_TERMINAL
52332,T83,AT_TERMINAL
52333,T52,AT_TERMINAL
52334,T177,AT_TERMINAL
52335,T149,AT_TERMINAL
52336,T43,AT_TERMINAL
52337,T95,AT_TERMINAL
52338,T3,AT_TERMINAL
52339,T85,AT_TERMINAL
52340,T129,AT_TERMINAL
52341,T115,AT_TERMINAL
52342,T57,AT_TERMINAL
52343,T172,AT_TERMINAL
52344,T135,AT_TERMINAL
52345,T3,AT_TERMINAL
52346,T119,AT_TERMINAL
52347,T7,AT_TERMINAL
52348,T88,AT_TERMINAL
52349,T153,AT_TERMINAL
52350,T58,AT_TERMINAL
52351,T88,AT_TERMINAL
52352,T26,AT_TERMINAL
52353,T177,AT_TERMINAL
52354,T117,AT_TERMINAL
52355,T159,AT_TERMINAL
52356,T163,AT_TERMINAL
52357,T146,AT_TERMINAL
52358,T152,AT_TERMINAL
52359,T156,AT_TERMINAL
52360,T198,AT_TERMINAL
52361,T195,AT_TERMINAL
52362,T132,AT_TERMINAL
52363,T99,AT_TERMINAL
52364,T96,AT_TERMINAL
52365,T24,AT_TERMINAL
52366,T134,AT_TERMINAL
52367,T192,AT_TERMINAL
52368,T173,AT_TERMINAL
52369,T44,AT_TERMINAL
52370,T154,AT_TERMINAL
52371,T177,AT_TERMINAL
52372,T101,AT_TERMINAL
52373,T159,AT_TERMINAL
52374,T85,AT_TERMINAL
52375,T183,AT_TERMINAL
52376,T99,AT_TERMINAL
52377,T69,AT_TERMINAL
52378,T155,AT_TERMINAL
52379,T76,AT_TERMINAL
52380,T37,AT_TERMINAL
52381,T80,AT_TERMINAL
52382,T153,AT_TERMINAL
52383,T150,AT_TERMINAL
52384,T123,AT_TERMINAL
52385,T69,AT_TERMINAL
52386,T79,AT_TERMINAL
52387,T137,AT_TERMINAL
52388,T193,AT_TERMINAL
52389,T110,AT_TERMINAL
52390,T112,AT_TERMINAL
52391,T5,AT_TERMINAL
52392,T110,AT_TERMINAL
52393,T57,AT_TERMINAL
52394,T111,AT_TERMINAL
52395,T138,AT_TERMINAL
52396,T12,AT_TERMINAL
52397,T102,AT_TERMINAL
52398,T54,AT_TERMINAL
52399,T74,AT_TERMINAL
52400,T79,AT_TERMINAL
52401,T157,AT_TERMINAL
52402,T186,AT_TERMINAL
52403,T60,AT_TERMINAL
52404,T119,AT_TERMINAL
52405,T41,AT_TERMINAL
52406,T79,AT_TERMINAL
52407,T121,AT_TERMINAL
52408,T141,AT_TERMINAL
52409,T147,AT_TERMINAL
52410,T88,AT_TERMINAL
52411,T108,AT_TERMINAL
52412,T84,AT_TERMINAL
52413,T7,AT_TERMINAL
52414,T160,AT_TERMINAL
52415,T25,AT_TERMINAL
52416,T136,AT_TERMINAL
52417,T47,AT_TERMINAL
52418,T27,AT_TERMINAL
52419,T3,AT_TERMINAL
52420,T183,AT_TERMINAL
52421,T133,AT_TERMINAL
52422,T88,AT_TERMINAL
52423,T66,AT_TERMINAL
52424,T38,AT_TERMINAL
52425,T33,AT_TERMINAL
52426,T94,AT_TERMINAL
52427,T118,AT_TERMINAL
52428,T120,AT_TERMINAL
52429,T188,AT_TERMINAL
52430,T52,AT_TERMINAL
52431,T184,AT_TERMINAL
52432,T102,AT_TERMINAL
52433,T47,AT_TERMINAL
52434,T153,AT_TERMINAL
52435,T89,AT_TERMINAL
52436,T88,AT_TERMINAL
52437,T149,AT_TERMINAL
52438,T159,AT_TERMINAL
52439,T89,AT_TERMINAL
52440,T134,AT_TERMINAL
52441,T17,AT_TERMINAL
52442,T13,AT_TERMINAL
52443,T16,AT_TERMINAL
52444,T104,AT_TERMINAL
52445,T31,AT_TERMINAL
52446,T180,AT_TERMINAL
52447,T135,AT_TERMINAL
52448,T129,AT_TERMINAL
52449,T54,AT_TERMINAL
52450,T100,AT_TERMINAL
52451,T107,AT_TERMINAL
52452,T105,AT_TERMINAL
52453,T36,AT_TERMINAL
52454,T140,AT_TERMINAL
52455,T106,AT_TERMINAL
52456,T111,AT_TERMINAL
52457,T88,AT_TERMINAL
52458,T43,AT_TERMINAL
52459,T43,AT_TERMINAL
52460,T85,AT_TERMINAL
52461,T119,AT_TERMINAL
52462,T83,AT_TERMINAL
52463,T58,AT_TERMINAL
52464,T80,AT_TERMINAL
52465,T153,AT_TERMINAL
52466,T116,AT_TERMINAL
52467,T95,AT_TERMINAL
52468,T11,AT_TERMINAL
52469,T99,AT_TERMINAL
52470,T165,AT_TERMINAL
52471,T8,AT_TERMINAL
52472,T132,AT_TERMINAL
52473,T159,AT_TERMINAL
52474,T122,AT_TERMINAL
52475,T170,AT_TERMINAL
52476,T177,AT_TERMINAL
52477,T99,AT_TERMINAL
52478,T139,AT_TERMINAL
52479,T29,AT_TERMINAL
52480,T90,AT_TERMINAL
52481,T36,AT_TERMINAL
52482,T53,AT_TERMINAL
52483,T59,AT_TERMINAL
52484,T71,AT_TERMINAL
52485,T147,AT_TERMINAL
52486,T77,AT_TERMINAL
52487,T187,AT_TERMINAL
52488,T67,AT_TERMINAL
52489,T178,AT_TERMINAL
52490,T31,AT_TERMINAL
52491,T32,AT_TERMINAL
52492,T193,AT_TERMINAL
52493,T154,AT_TERMINAL
52494,T31,AT_TERMINAL
52495,T54,AT_TERMINAL
52496,T50,AT_TERMINAL
52497,T25,AT_TERMINAL
52498,T56,AT_TERMINAL
52499,T75,AT_TERMINAL
52500,T187,AT_TERMINAL
52501,T196,AT_TERMINAL
52502,T31,AT_TERMINAL
52503,T189,AT_TERMINAL
52504,T11,AT_TERMINAL
52505,T175,AT_TERMINAL
52506,T3,AT_TERMINAL
52507,T145,AT_TERMINAL
